15777000,271737000,444814009
10509002,195662009,444814009
15777000,195662009,271737000
162864005,195662009,444814009
10509002,15777000,271737000
15777000,195662009,444814009
195662009,271737000,444814009
15777000,271737000,59621000
10509002,162864005,444814009
10509002,15777000,444814009
